Sentence,Tags
Their parents and nonaffected siblings were identified through the Population Register Center .,"(('Their', 'O'), ('parents', 'O'), ('and', 'O'), ('nonaffected', 'O'), ('siblings', 'O'), ('were', 'O'), ('identified', 'O'), ('through', 'O'), ('the', 'O'), ('Population', 'O'), ('Register', 'O'), ('Center', 'O'), ('.', 'O'))"
This cohort underwent follow - up for cancer incidence through the Finnish Cancer Registry to the end of 1995 .,"(('This', 'O'), ('cohort', 'O'), ('underwent', 'O'), ('follow', 'O'), ('-', 'O'), ('up', 'O'), ('for', 'O'), ('cancer', 'B'), ('incidence', 'O'), ('through', 'O'), ('the', 'O'), ('Finnish', 'O'), ('Cancer', 'O'), ('Registry', 'O'), ('to', 'O'), ('the', 'O'), ('end', 'O'), ('of', 'O'), ('1995', 'O'), ('.', 'O'))"
"RESULTS A statistically significant excess risk of cancer was seen among the patients with CHH ( standardized incidence ratio 6 . 9 , 95 % confidence interval 2 . 3 to 16 ) , which was mainly attributable to non - Hodgkins lymphoma ( standardized incidence ratio 90 , 95 % confidence interval 18 to 264 ) .","(('RESULTS', 'O'), ('A', 'O'), ('statistically', 'O'), ('significant', 'O'), ('excess', 'O'), ('risk', 'O'), ('of', 'O'), ('cancer', 'B'), ('was', 'O'), ('seen', 'O'), ('among', 'O'), ('the', 'O'), ('patients', 'O'), ('with', 'O'), ('CHH', 'B'), ('(', 'O'), ('standardized', 'O'), ('incidence', 'O'), ('ratio', 'O'), ('6', 'O'), ('.', 'O'), ('9', 'O'), (',', 'O'), ('95', 'O'), ('%', 'O'), ('confidence', 'O'), ('interval', 'O'), ('2', 'O'), ('.', 'O'), ('3', 'O'), ('to', 'O'), ('16', 'O'), (')', 'O'), (',', 'O'), ('which', 'O'), ('was', 'O'), ('mainly', 'O'), ('attributable', 'O'), ('to', 'O'), ('non', 'B'), ('-', 'I'), ('Hodgkins', 'I'), ('lymphoma', 'I'), ('(', 'O'), ('standardized', 'O'), ('incidence', 'O'), ('ratio', 'O'), ('90', 'O'), (',', 'O'), ('95', 'O'), ('%', 'O'), ('confidence', 'O'), ('interval', 'O'), ('18', 'O'), ('to', 'O'), ('264', 'O'), (')', 'O'), ('.', 'O'))"
"In addition , a significant excess risk of basal cell carcinoma was seen ( standardized incidence ratio 35 , 95 % confidence interval 7 . 2 to 102 ) .","(('In', 'O'), ('addition', 'O'), (',', 'O'), ('a', 'O'), ('significant', 'O'), ('excess', 'O'), ('risk', 'O'), ('of', 'O'), ('basal', 'B'), ('cell', 'I'), ('carcinoma', 'I'), ('was', 'O'), ('seen', 'O'), ('(', 'O'), ('standardized', 'O'), ('incidence', 'O'), ('ratio', 'O'), ('35', 'O'), (',', 'O'), ('95', 'O'), ('%', 'O'), ('confidence', 'O'), ('interval', 'O'), ('7', 'O'), ('.', 'O'), ('2', 'O'), ('to', 'O'), ('102', 'O'), (')', 'O'), ('.', 'O'))"
The cancer incidence among the siblings or the parents did not differ from the average cancer incidence in the Finnish population .,"(('The', 'O'), ('cancer', 'B'), ('incidence', 'O'), ('among', 'O'), ('the', 'O'), ('siblings', 'O'), ('or', 'O'), ('the', 'O'), ('parents', 'O'), ('did', 'O'), ('not', 'O'), ('differ', 'O'), ('from', 'O'), ('the', 'O'), ('average', 'O'), ('cancer', 'B'), ('incidence', 'O'), ('in', 'O'), ('the', 'O'), ('Finnish', 'O'), ('population', 'O'), ('.', 'O'))"
"CONCLUSIONS This study confirms an increased risk of cancer , especially non - Hodgkins lymphoma , probably attributable to defective immunity , among patients with CHH .","(('CONCLUSIONS', 'O'), ('This', 'O'), ('study', 'O'), ('confirms', 'O'), ('an', 'O'), ('increased', 'O'), ('risk', 'O'), ('of', 'O'), ('cancer', 'B'), (',', 'O'), ('especially', 'O'), ('non', 'B'), ('-', 'I'), ('Hodgkins', 'I'), ('lymphoma', 'I'), (',', 'O'), ('probably', 'O'), ('attributable', 'O'), ('to', 'O'), ('defective', 'O'), ('immunity', 'O'), (',', 'O'), ('among', 'O'), ('patients', 'O'), ('with', 'O'), ('CHH', 'B'), ('.', 'O'))"
Genotype and phenotype in patients with dihydropyrimidine dehydrogenase deficiency .,"(('Genotype', 'O'), ('and', 'O'), ('phenotype', 'O'), ('in', 'O'), ('patients', 'O'), ('with', 'O'), ('dihydropyrimidine', 'B'), ('dehydrogenase', 'I'), ('deficiency', 'I'), ('.', 'O'))"
Dihydropyrimidine dehydrogenase ( DPD ) deficiency is an autosomal recessive disease characterised by thymine - uraciluria in homozygous deficient patients and has been associated with a variable clinical phenotype .,"(('Dihydropyrimidine', 'B'), ('dehydrogenase', 'I'), ('(', 'I'), ('DPD', 'I'), (')', 'I'), ('deficiency', 'I'), ('is', 'O'), ('an', 'O'), ('autosomal', 'B'), ('recessive', 'I'), ('disease', 'I'), ('characterised', 'O'), ('by', 'O'), ('thymine', 'O'), ('-', 'O'), ('uraciluria', 'O'), ('in', 'O'), ('homozygous', 'O'), ('deficient', 'O'), ('patients', 'O'), ('and', 'O'), ('has', 'O'), ('been', 'O'), ('associated', 'O'), ('with', 'O'), ('a', 'O'), ('variable', 'O'), ('clinical', 'O'), ('phenotype', 'O'), ('.', 'O'))"
"In order to understand the genetic and phenotypic basis for DPD deficiency , we have reviewed 17 families presenting 22 patients with complete deficiency of DPD .","(('In', 'O'), ('order', 'O'), ('to', 'O'), ('understand', 'O'), ('the', 'O'), ('genetic', 'O'), ('and', 'O'), ('phenotypic', 'O'), ('basis', 'O'), ('for', 'O'), ('DPD', 'B'), ('deficiency', 'I'), (',', 'O'), ('we', 'O'), ('have', 'O'), ('reviewed', 'O'), ('17', 'O'), ('families', 'O'), ('presenting', 'O'), ('22', 'O'), ('patients', 'O'), ('with', 'O'), ('complete', 'O'), ('deficiency', 'B'), ('of', 'I'), ('DPD', 'I'), ('.', 'O'))"
"In this group of patients , 7 different mutations have been identified , including 2 deletions [ 295 - 298delTCAT , 1897delC ] , 1 splice - site mutation [ IVS14 + 1G > A ) ] and 4 missense mutations ( 85T > C , 703C > T , 2658G > A , 2983G > T ) .","(('In', 'O'), ('this', 'O'), ('group', 'O'), ('of', 'O'), ('patients', 'O'), (',', 'O'), ('7', 'O'), ('different', 'O'), ('mutations', 'O'), ('have', 'O'), ('been', 'O'), ('identified', 'O'), (',', 'O'), ('including', 'O'), ('2', 'O'), ('deletions', 'O'), ('[', 'O'), ('295', 'O'), ('-', 'O'), ('298delTCAT', 'O'), (',', 'O'), ('1897delC', 'O'), (']', 'O'), (',', 'O'), ('1', 'O'), ('splice', 'O'), ('-', 'O'), ('site', 'O'), ('mutation', 'O'), ('[', 'O'), ('IVS14', 'O'), ('+', 'O'), ('1G', 'O'), ('>', 'O'), ('A', 'O'), (')', 'O'), (']', 'O'), ('and', 'O'), ('4', 'O'), ('missense', 'O'), ('mutations', 'O'), ('(', 'O'), ('85T', 'O'), ('>', 'O'), ('C', 'O'), (',', 'O'), ('703C', 'O'), ('>', 'O'), ('T', 'O'), (',', 'O'), ('2658G', 'O'), ('>', 'O'), ('A', 'O'), (',', 'O'), ('2983G', 'O'), ('>', 'O'), ('T', 'O'), (')', 'O'), ('.', 'O'))"
"Analysis of the prevalence of the various mutations among DPD patients has shown that the G - - > A point mutation in the invariant splice donor site is by far the most common ( 52 % ) , whereas the other six mutations are less frequently observed .","(('Analysis', 'O'), ('of', 'O'), ('the', 'O'), ('prevalence', 'O'), ('of', 'O'), ('the', 'O'), ('various', 'O'), ('mutations', 'O'), ('among', 'O'), ('DPD', 'B'), ('patients', 'O'), ('has', 'O'), ('shown', 'O'), ('that', 'O'), ('the', 'O'), ('G', 'O'), ('-', 'O'), ('-', 'O'), ('>', 'O'), ('A', 'O'), ('point', 'O'), ('mutation', 'O'), ('in', 'O'), ('the', 'O'), ('invariant', 'O'), ('splice', 'O'), ('donor', 'O'), ('site', 'O'), ('is', 'O'), ('by', 'O'), ('far', 'O'), ('the', 'O'), ('most', 'O'), ('common', 'O'), ('(', 'O'), ('52', 'O'), ('%', 'O'), (')', 'O'), (',', 'O'), ('whereas', 'O'), ('the', 'O'), ('other', 'O'), ('six', 'O'), ('mutations', 'O'), ('are', 'O'), ('less', 'O'), ('frequently', 'O'), ('observed', 'O'), ('.', 'O'))"
"A large phenotypic variability has been observed , with convulsive disorders , motor retardation and mental retardation being the most abundant manifestations .","(('A', 'O'), ('large', 'O'), ('phenotypic', 'O'), ('variability', 'O'), ('has', 'O'), ('been', 'O'), ('observed', 'O'), (',', 'O'), ('with', 'O'), ('convulsive', 'B'), ('disorders', 'I'), (',', 'O'), ('motor', 'B'), ('retardation', 'I'), ('and', 'O'), ('mental', 'B'), ('retardation', 'I'), ('being', 'O'), ('the', 'O'), ('most', 'O'), ('abundant', 'O'), ('manifestations', 'O'), ('.', 'O'))"
A clear correlation between the genotype and phenotype has not been established .,"(('A', 'O'), ('clear', 'O'), ('correlation', 'O'), ('between', 'O'), ('the', 'O'), ('genotype', 'O'), ('and', 'O'), ('phenotype', 'O'), ('has', 'O'), ('not', 'O'), ('been', 'O'), ('established', 'O'), ('.', 'O'))"
"An altered beta - alanine , uracil and thymine homeostasis might underlie the various clinical abnormalities encountered in patients with DPD deficiency .","(('An', 'O'), ('altered', 'O'), ('beta', 'O'), ('-', 'O'), ('alanine', 'O'), (',', 'O'), ('uracil', 'O'), ('and', 'O'), ('thymine', 'O'), ('homeostasis', 'O'), ('might', 'O'), ('underlie', 'O'), ('the', 'O'), ('various', 'O'), ('clinical', 'B'), ('abnormalities', 'I'), ('encountered', 'O'), ('in', 'O'), ('patients', 'O'), ('with', 'O'), ('DPD', 'B'), ('deficiency', 'I'), ('.', 'O'))"
"Fibroblast growth factor homologous factor 2 ( FHF2 ) : gene structure , expression and mapping to the Borjeson - Forssman - Lehmann syndrome region in Xq26 delineated by a duplication breakpoint in a BFLS - like patient .","(('Fibroblast', 'O'), ('growth', 'O'), ('factor', 'O'), ('homologous', 'O'), ('factor', 'O'), ('2', 'O'), ('(', 'O'), ('FHF2', 'O'), (')', 'O'), (':', 'O'), ('gene', 'O'), ('structure', 'O'), (',', 'O'), ('expression', 'O'), ('and', 'O'), ('mapping', 'O'), ('to', 'O'), ('the', 'O'), ('Borjeson', 'B'), ('-', 'I'), ('Forssman', 'I'), ('-', 'I'), ('Lehmann', 'I'), ('syndrome', 'I'), ('region', 'O'), ('in', 'O'), ('Xq26', 'O'), ('delineated', 'O'), ('by', 'O'), ('a', 'O'), ('duplication', 'O'), ('breakpoint', 'O'), ('in', 'O'), ('a', 'O'), ('BFLS', 'B'), ('-', 'O'), ('like', 'O'), ('patient', 'O'), ('.', 'O'))"
"Borjeson - Forssman - Lehmann syndrome ( BFLS ) is a syndromal X - linked mental retardation , which maps by linkage to the q26 region of the human X chromosome .","(('Borjeson', 'B'), ('-', 'I'), ('Forssman', 'I'), ('-', 'I'), ('Lehmann', 'I'), ('syndrome', 'I'), ('(', 'O'), ('BFLS', 'B'), (')', 'O'), ('is', 'O'), ('a', 'O'), ('syndromal', 'O'), ('X', 'B'), ('-', 'I'), ('linked', 'I'), ('mental', 'I'), ('retardation', 'I'), (',', 'O'), ('which', 'O'), ('maps', 'O'), ('by', 'O'), ('linkage', 'O'), ('to', 'O'), ('the', 'O'), ('q26', 'O'), ('region', 'O'), ('of', 'O'), ('the', 'O'), ('human', 'O'), ('X', 'O'), ('chromosome', 'O'), ('.', 'O'))"
"We have identified a male patient with BFLS - like features and a duplication , 46 , Y , dup ( X ) ( q26q28 ) , inherited from his phenotypically normal mother .","(('We', 'O'), ('have', 'O'), ('identified', 'O'), ('a', 'O'), ('male', 'O'), ('patient', 'O'), ('with', 'O'), ('BFLS', 'B'), ('-', 'O'), ('like', 'O'), ('features', 'O'), ('and', 'O'), ('a', 'O'), ('duplication', 'O'), (',', 'O'), ('46', 'O'), (',', 'O'), ('Y', 'O'), (',', 'O'), ('dup', 'O'), ('(', 'O'), ('X', 'O'), (')', 'O'), ('(', 'O'), ('q26q28', 'O'), (')', 'O'), (',', 'O'), ('inherited', 'O'), ('from', 'O'), ('his', 'O'), ('phenotypically', 'O'), ('normal', 'O'), ('mother', 'O'), ('.', 'O'))"
Fluorescence in situ hybridisation using yeast artificial chromosome clones from Xq26 localised the duplication breakpoint to an approximately 400 - kb interval in the Xq26 .,"(('Fluorescence', 'O'), ('in', 'O'), ('situ', 'O'), ('hybridisation', 'O'), ('using', 'O'), ('yeast', 'O'), ('artificial', 'O'), ('chromosome', 'O'), ('clones', 'O'), ('from', 'O'), ('Xq26', 'O'), ('localised', 'O'), ('the', 'O'), ('duplication', 'O'), ('breakpoint', 'O'), ('to', 'O'), ('an', 'O'), ('approximately', 'O'), ('400', 'O'), ('-', 'O'), ('kb', 'O'), ('interval', 'O'), ('in', 'O'), ('the', 'O'), ('Xq26', 'O'), ('.', 'O'))"
3 region between DXS155 and DXS294 / DXS730 .,"(('3', 'O'), ('region', 'O'), ('between', 'O'), ('DXS155', 'O'), ('and', 'O'), ('DXS294', 'O'), ('/', 'O'), ('DXS730', 'O'), ('.', 'O'))"
"Database searches and analysis of available genomic DNA sequence from the region revealed the presence of the fibroblast growth factor homologous factor gene , FHF2 , within the duplication breakpoint interval .","(('Database', 'O'), ('searches', 'O'), ('and', 'O'), ('analysis', 'O'), ('of', 'O'), ('available', 'O'), ('genomic', 'O'), ('DNA', 'O'), ('sequence', 'O'), ('from', 'O'), ('the', 'O'), ('region', 'O'), ('revealed', 'O'), ('the', 'O'), ('presence', 'O'), ('of', 'O'), ('the', 'O'), ('fibroblast', 'O'), ('growth', 'O'), ('factor', 'O'), ('homologous', 'O'), ('factor', 'O'), ('gene', 'O'), (',', 'O'), ('FHF2', 'O'), (',', 'O'), ('within', 'O'), ('the', 'O'), ('duplication', 'O'), ('breakpoint', 'O'), ('interval', 'O'), ('.', 'O'))"
"The gene structure of FHF2 was determined and two new exons were identified , including a new 5 end exon , 1B .","(('The', 'O'), ('gene', 'O'), ('structure', 'O'), ('of', 'O'), ('FHF2', 'O'), ('was', 'O'), ('determined', 'O'), ('and', 'O'), ('two', 'O'), ('new', 'O'), ('exons', 'O'), ('were', 'O'), ('identified', 'O'), (',', 'O'), ('including', 'O'), ('a', 'O'), ('new', 'O'), ('5', 'O'), ('end', 'O'), ('exon', 'O'), (',', 'O'), ('1B', 'O'), ('.', 'O'))"
FHF2 is a large gene extending over approximately 200 kb in Xq26 .,"(('FHF2', 'O'), ('is', 'O'), ('a', 'O'), ('large', 'O'), ('gene', 'O'), ('extending', 'O'), ('over', 'O'), ('approximately', 'O'), ('200', 'O'), ('kb', 'O'), ('in', 'O'), ('Xq26', 'O'), ('.', 'O'))"
3 and is composed of at least seven exons .,"(('3', 'O'), ('and', 'O'), ('is', 'O'), ('composed', 'O'), ('of', 'O'), ('at', 'O'), ('least', 'O'), ('seven', 'O'), ('exons', 'O'), ('.', 'O'))"
It shows tissue - specific alternative splicing and alternative transcription starts .,"(('It', 'O'), ('shows', 'O'), ('tissue', 'O'), ('-', 'O'), ('specific', 'O'), ('alternative', 'O'), ('splicing', 'O'), ('and', 'O'), ('alternative', 'O'), ('transcription', 'O'), ('starts', 'O'), ('.', 'O'))"
Northern blot hybridisation showed highest expression in brain and skeletal muscle .,"(('Northern', 'O'), ('blot', 'O'), ('hybridisation', 'O'), ('showed', 'O'), ('highest', 'O'), ('expression', 'O'), ('in', 'O'), ('brain', 'O'), ('and', 'O'), ('skeletal', 'O'), ('muscle', 'O'), ('.', 'O'))"
The FHF2 gene localisation and tissue - specific expression pattern suggest it to be a candidate gene for familial cases of the BFLS syndrome and other syndromal and non - specific forms of X - linked mental retardation mapping to the region .,"(('The', 'O'), ('FHF2', 'O'), ('gene', 'O'), ('localisation', 'O'), ('and', 'O'), ('tissue', 'O'), ('-', 'O'), ('specific', 'O'), ('expression', 'O'), ('pattern', 'O'), ('suggest', 'O'), ('it', 'O'), ('to', 'O'), ('be', 'O'), ('a', 'O'), ('candidate', 'O'), ('gene', 'O'), ('for', 'O'), ('familial', 'O'), ('cases', 'O'), ('of', 'O'), ('the', 'O'), ('BFLS', 'B'), ('syndrome', 'I'), ('and', 'O'), ('other', 'O'), ('syndromal', 'O'), ('and', 'O'), ('non', 'O'), ('-', 'O'), ('specific', 'O'), ('forms', 'O'), ('of', 'O'), ('X', 'B'), ('-', 'I'), ('linked', 'I'), ('mental', 'I'), ('retardation', 'I'), ('mapping', 'O'), ('to', 'O'), ('the', 'O'), ('region', 'O'), ('.', 'O'))"
Germline E - cadherin gene ( CDH1 ) mutations predispose to familial gastric cancer and colorectal cancer .,"(('Germline', 'O'), ('E', 'O'), ('-', 'O'), ('cadherin', 'O'), ('gene', 'O'), ('(', 'O'), ('CDH1', 'O'), (')', 'O'), ('mutations', 'O'), ('predispose', 'O'), ('to', 'O'), ('familial', 'B'), ('gastric', 'I'), ('cancer', 'I'), ('and', 'O'), ('colorectal', 'B'), ('cancer', 'I'), ('.', 'O'))"
Inherited mutations in the E - cadherin gene ( CDH1 ) were described recently in three Maori kindreds with familial gastric cancer .,"(('Inherited', 'O'), ('mutations', 'O'), ('in', 'O'), ('the', 'O'), ('E', 'O'), ('-', 'O'), ('cadherin', 'O'), ('gene', 'O'), ('(', 'O'), ('CDH1', 'O'), (')', 'O'), ('were', 'O'), ('described', 'O'), ('recently', 'O'), ('in', 'O'), ('three', 'O'), ('Maori', 'O'), ('kindreds', 'O'), ('with', 'O'), ('familial', 'B'), ('gastric', 'I'), ('cancer', 'I'), ('.', 'O'))"
Familial gastric cancer is genetically heterogeneous and it is not clear what proportion of gastric cancer susceptibility in non - Maori populations is due to germline CDH1 mutations .,"(('Familial', 'B'), ('gastric', 'I'), ('cancer', 'I'), ('is', 'O'), ('genetically', 'O'), ('heterogeneous', 'O'), ('and', 'O'), ('it', 'O'), ('is', 'O'), ('not', 'O'), ('clear', 'O'), ('what', 'O'), ('proportion', 'O'), ('of', 'O'), ('gastric', 'B'), ('cancer', 'I'), ('susceptibility', 'O'), ('in', 'O'), ('non', 'O'), ('-', 'O'), ('Maori', 'O'), ('populations', 'O'), ('is', 'O'), ('due', 'O'), ('to', 'O'), ('germline', 'O'), ('CDH1', 'O'), ('mutations', 'O'), ('.', 'O'))"
"Therefore , we screened eight familial gastric cancer kindreds of British and Irish origin for germline CDH1 mutations , by SSCP analysis of all 16 exons and flanking sequences .","(('Therefore', 'O'), (',', 'O'), ('we', 'O'), ('screened', 'O'), ('eight', 'O'), ('familial', 'B'), ('gastric', 'I'), ('cancer', 'I'), ('kindreds', 'O'), ('of', 'O'), ('British', 'O'), ('and', 'O'), ('Irish', 'O'), ('origin', 'O'), ('for', 'O'), ('germline', 'O'), ('CDH1', 'O'), ('mutations', 'O'), (',', 'O'), ('by', 'O'), ('SSCP', 'O'), ('analysis', 'O'), ('of', 'O'), ('all', 'O'), ('16', 'O'), ('exons', 'O'), ('and', 'O'), ('flanking', 'O'), ('sequences', 'O'), ('.', 'O'))"
Each family contained ( i ) two cases of gastric cancer in first degree relatives with one affected before age 50 years ; or ( ii ) three or more cases of gastric cancer .,"(('Each', 'O'), ('family', 'O'), ('contained', 'O'), ('(', 'O'), ('i', 'O'), (')', 'O'), ('two', 'O'), ('cases', 'O'), ('of', 'O'), ('gastric', 'B'), ('cancer', 'I'), ('in', 'O'), ('first', 'O'), ('degree', 'O'), ('relatives', 'O'), ('with', 'O'), ('one', 'O'), ('affected', 'O'), ('before', 'O'), ('age', 'O'), ('50', 'O'), ('years', 'O'), (';', 'O'), ('or', 'O'), ('(', 'O'), ('ii', 'O'), (')', 'O'), ('three', 'O'), ('or', 'O'), ('more', 'O'), ('cases', 'O'), ('of', 'O'), ('gastric', 'B'), ('cancer', 'I'), ('.', 'O'))"
Novel germline CDH1 mutations ( a nonsense and a splice site ) were detected in two families ( 25 % ) .,"(('Novel', 'O'), ('germline', 'O'), ('CDH1', 'O'), ('mutations', 'O'), ('(', 'O'), ('a', 'O'), ('nonsense', 'O'), ('and', 'O'), ('a', 'O'), ('splice', 'O'), ('site', 'O'), (')', 'O'), ('were', 'O'), ('detected', 'O'), ('in', 'O'), ('two', 'O'), ('families', 'O'), ('(', 'O'), ('25', 'O'), ('%', 'O'), (')', 'O'), ('.', 'O'))"
Both mutations were predicted to truncate the E - cadherin protein in the signal peptide domain .,"(('Both', 'O'), ('mutations', 'O'), ('were', 'O'), ('predicted', 'O'), ('to', 'O'), ('truncate', 'O'), ('the', 'O'), ('E', 'O'), ('-', 'O'), ('cadherin', 'O'), ('protein', 'O'), ('in', 'O'), ('the', 'O'), ('signal', 'O'), ('peptide', 'O'), ('domain', 'O'), ('.', 'O'))"
"In one family there was evidence of non - penetrance and susceptibility to both gastric and colorectal cancer ; thus , in addition to six cases of gastric cancer , a CDH1 mutation carrier developed colorectal cancer at age 30 years .","(('In', 'O'), ('one', 'O'), ('family', 'O'), ('there', 'O'), ('was', 'O'), ('evidence', 'O'), ('of', 'O'), ('non', 'O'), ('-', 'O'), ('penetrance', 'O'), ('and', 'O'), ('susceptibility', 'O'), ('to', 'O'), ('both', 'O'), ('gastric', 'B'), ('and', 'I'), ('colorectal', 'I'), ('cancer', 'I'), (';', 'O'), ('thus', 'O'), (',', 'O'), ('in', 'O'), ('addition', 'O'), ('to', 'O'), ('six', 'O'), ('cases', 'O'), ('of', 'O'), ('gastric', 'B'), ('cancer', 'I'), (',', 'O'), ('a', 'O'), ('CDH1', 'O'), ('mutation', 'O'), ('carrier', 'O'), ('developed', 'O'), ('colorectal', 'B'), ('cancer', 'I'), ('at', 'O'), ('age', 'O'), ('30', 'O'), ('years', 'O'), ('.', 'O'))"
We have confirmed that germline mutations in the CDH1 gene cause familial gastric cancer in non - Maori populations .,"(('We', 'O'), ('have', 'O'), ('confirmed', 'O'), ('that', 'O'), ('germline', 'O'), ('mutations', 'O'), ('in', 'O'), ('the', 'O'), ('CDH1', 'O'), ('gene', 'O'), ('cause', 'O'), ('familial', 'B'), ('gastric', 'I'), ('cancer', 'I'), ('in', 'O'), ('non', 'O'), ('-', 'O'), ('Maori', 'O'), ('populations', 'O'), ('.', 'O'))"
